soma_center_1,soma_center_2,soma_angle,soma_polar_angle,axon_bias_1,axon_bias_2,bias_angle,pc_ratio,center_bias_angle,labels_all
164,648,2.21730947467213,-0.602406905911872+0.798189150333231i,-0.985740580236065,-0.16827212625942,11,1.17794772482981,62.6448972272039,SSp-bfd
264,622,1.32581766366803,0.242535625036333+0.970142500145332i,0.664601647658981,-0.747197865313444,-47,0.321945164997394,124.31198438856,SSp-bfd
238,649,1.62681243033808,-0.0559868135479192+0.998431508271224i,-0.593276622258527,0.804998664273123,-53,0.280805845816986,33.1803873579637,SSp-bfd
240,665,1.60330519507692,-0.0325031425455816+0.999471633276634i,0.939339817888689,-0.342987910178834,-19,0.607781425148158,111.921639569949,SSp-bfd
257,677,1.47479603642541,0.095852900965303+0.9953955100243i,0.996249021815392,-0.086532574975408,-4,0.778064093339375,89.4637482380423,SSp-bfd
237,693,1.6171207774955,-0.0463078841158938+0.99892721449999i,0.977912855911507,0.209013028883369,13,0.558018382914881,80.5896760185269,SSp-bfd
179,773,1.84508913832508,-0.270866253107604+0.962616991813176i,0.873361286260659,-0.487072955173172,-28,0.228767504675649,134.864196740386,SSp-bfd
176,654,2.11645138132189,-0.518978134241764+0.854787515221729i,-0.999413937807404,-0.0342312856360662,3,0.266032676026184,60.6979597392452,SSp-bfd
242,667,1.58679496167124,-0.0159979523931322+0.999872024570758i,0.314520991101698,0.949250518122801,73,0.0252701281746819,19.248553149935,SSp-bfd
279,720,1.37664399881684,0.192934858785081+0.981211567535555i,-0.921275010647001,0.388911757031552,-22,0.3766167770555,78.2373062954173,SSp-bfd
264,750,1.47493717968488,0.0957124066442579+0.995409029100281i,0.834484073869111,-0.55103205937478,-32,1.14006924276146,117.945520842721,SSp-bfd
188,624,2.1699716497812,-0.563961646157533+0.82580098187353i,-0.999934106107303,-0.0114796970077222,2,0.732790398320543,56.3275354404855,SSp-bfd
224,678,1.71680858450617,-0.145493990494831+0.989359135364853i,0.944551863908831,-0.328362263949976,-18,0.537064861316266,117.535287815598,SSp-bfd
288,701,1.30082287004911,0.266705854978964+0.963777975946711i,0.599091929647648,-0.800680248183417,-52,2.13613489610865,127.726770804924,SSp-bfd
168,615,2.37632599832275,-0.721197663153546+0.692729334344854i,-0.937947760312129,-0.346776583588714,21,0.795966084603618,64.1368323659728,SSp-bfd
239,627,1.62955214951062,-0.0587220219514704+0.998274373174996i,0.712575522056887,-0.701595414298978,-44,0.480877346045046,137.921605536397,SSp-bfd
248,611,1.51289012154679,0.0578738495143478+0.9983239041225i,-0.73839195338423,0.674371798919128,-41,1.34059940967919,50.912395402884,SSp-bfd
256,615,1.40786986794452,0.162206600298323+0.986756818481464i,-0.99367789497089,0.11226861113517,-5,0.523713756193491,92.8888908160367,SSp-bfd
277,640,1.2459876779558,0.319127445945693+0.94771180917206i,0.455107788126951,-0.89043635437138,-62,1.02144182201977,134.317965551876,SSp-bfd
283,602,0.994421106203713,0.544988350595414+0.838443616300637i,-0.9687395932719,0.248079826723966,-13,1.12990110751741,108.659952288995,SSp-bfd
240,666,1.60304320923015,-0.032241294010958+0.9994801143397i,-0.683928674571925,0.729548879855414,-46,0.425034912373933,41.303801349758,SSp-bfd
321,671,1.03265992758021,0.51253667320726+0.858665335632943i,0.60313313238034,0.797640535971611,54,0.52075202718859,6.26167835273866,SSp-bfd
260,702,1.47112767430373,0.0995037190209988+0.995037190209989i,0.726448379833405,-0.687221035357199,-42,1.84560983172474,127.699937174886,SSp-bfd
301,721,1.26251297164562,0.303423369243565+0.952855843764881i,-0.946736499057053,0.322009318736576,-18,3.13799962135384,88.8788515712088,SSp-bfd
262,740,1.48013643959415,0.0905357460425186+0.995893206467704i,0.711612774377225,0.702571889092603,46,0.133488000671786,40.1718581312875,SSp-bfd
232,765,1.62455613533267,-0.0537339169233262+0.998555289491812i,0.327583163184985,-0.944822349014734,-70,0.651942802233857,163.958061321524,SSp-bfd
285,635,1.15556899123966,0.403397958441935+0.915024637441462i,-0.784115867992428,0.620614458067552,-37,1.00503198652793,75.429754512371,SSp-bfd
269,653,1.34926752217815,0.21972132399786+0.9755626785505i,0.986662504606941,0.162779304589857,10,0.809439613416156,67.939080476802,SSp-bfd
307,658,1.07326338788997,0.477259032019499+0.878762662131141i,0.958573739422482,-0.284844494574847,-16,2.87388898610627,78.0430159387485,SSp-bfd
278,691,1.34644965626825,0.222469452841162+0.974939660980388i,0.994648455834411,-0.103317226570504,-5,0.664604345309959,83.0761060609763,SSp-bfd
260,697,1.46793483713283,0.102680198170086+0.994714419772706i,-0.965211769717851,-0.261469385584877,16,1.87776525367995,111.050797392433,SSp-bfd
244,715,1.5707963267949,6.12323399573677e-17+1i,-0.972186680942461,0.234207295783205,-13,2.00533216591221,76.4550998089268,SSp-bfd
307,723,1.2358452190721,0.328722995110311+0.944426382777243i,-0.996134603823961,-0.0878399172613444,6,1.21575180977904,114.230636052018,SSp-bfd
268,618,1.26491745539004,0.301131367937097+0.953582665134142i,0.0659035949809144,-0.997825994935285,-85,1.82829804755519,158.695695051232,SSp-bfd
228,617,1.78097891345707,-0.208638471770519+0.977992836424307i,-0.559182361979021,-0.829044682783481,57,0.982674789553009,133.958153389109,SSp-bfd
210,624,1.96385434597683,-0.383015022700433+0.923742113571632i,0.23250355791556,0.972595545721142,78,0.645500773254639,35.9650772127691,SSp-bfd
288,659,1.21108932720994,0.352+0.936i,0.172503704292959,-0.985008868998248,-79,0.668581489280109,149.456885327655,SSp-bfd
262,670,1.43108745250573,0.139254831399099+0.990256578838035i,0.58916701283464,-0.808011281472918,-53,1.24242136369688,135.897351979169,SSp-bfd
277,675,1.32758757332433,0.240818181472769+0.970570246541768i,-0.659799387726677,0.751441792792697,-48,0.561897495517496,55.2194098693763,SSp-bfd
207,675,1.84213092430272,-0.268017444999017+0.96341405905052i,0.248085990534264,0.968738014790704,77,0.397276345376674,29.9106070966783,SSp-bfd
316,697,1.13593657411949,0.421283211125451+0.906929135061736i,0.37445431941414,-0.927245362712639,-67,0.668245602338714,133.09378102584,SSp-bfd
163,698,2.04970992534248,-0.460815270647057+0.88749607680174i,-0.781662220642403,-0.623701990393158,40,0.959026708777264,101.147252342286,SSp-bfd
248,750,1.55156792769519,0.0192272142313431+0.999815140029847i,-0.970597928037352,-0.240706589211014,15,0.557256555951418,105.029953685463,SSp-bfd
267,712,1.43631875681822,0.134072616058251+0.99097150999577i,-0.774949180752599,0.632023549601496,-38,0.775507587004622,58.5054225522113,SSp-bfd
237,713,1.61170915657034,-0.0409014170082284+0.99916318691529i,-0.945716083063291,0.324993984921915,-18,0.348351881643903,68.6906569582546,SSp-bfd
261,736,1.48339072843146,0.0872943482137265+0.996182561968408i,0.803383344542042,-0.595462174879683,-36,0.544125422555959,121.537614622253,SSp-bfd
200,631,2.02993946175713,-0.443180148025079+0.896432572141636i,-0.867701292595014,0.497085975288925,-29,0.4572721679953,33.8856399571567,SSp-bfd
317,698,1.13311690500565,0.423838773095342+0.905737652094156i,-0.91236809913111,-0.409370799749914,25,0.561285525707667,139.242499201923,SSp-bfd
284,715,1.34357535972851,0.225270795702621+0.974296191413837i,-0.961497722396217,0.274812899673374,-15,0.523019079925477,87.0679379108833,SSp-bfd
293,576,0.606605108594527,0.821588113591424+0.570081548206294i,0.869219470230677,-0.494426448091019,-29,0.51402085712398,64.3878493390818,SSp-un
284,578,0.732815101786507,0.743294146247166+0.66896473162245i,0.401354500193057,-0.915922794330822,-65,0.339882936071055,108.324330324392,SSp-un
277,539,-0.0906598872007451,0.995893206467704-0.0905357460425185i,0.783148147473105,0.621835170370287,39,2.16876852896415,43.6447014413489,SSp-un
317,606,0.71979899156641,0.751938255831923+0.659233539359494i,-0.226956828149898,0.973904819864928,-76,0.704992427142647,61.8765291131922,SSp-un
332,654,0.904827089415787,0.617821551931903+0.786318338822423i,0.0526942046340523,-0.998610695315239,-86,1.1284343204803,138.822218929201,SSp-un
296,572,0.523278322131975,0.866185586048601+0.499722453489577i,-0.242372548399656,-0.970183254742245,77,1.46245068849646,134.008251873549,SSp-un
279,562,0.519146114246523,0.868243142124459+0.496138938356834i,-0.481429123028883,-0.87648502525693,62,1.04425200106705,148.523663252104,SSp-un
268,574,0.927295218001612,0.6+0.8i,0.6518751759924,0.758326285265701,50,0.402496317149574,3.8132341114685,SSp-un
286,593,0.881871938580035,0.6357072528611+0.77193023561705i,0.1763557916779,-0.984326487879738,-79,0.331266702974081,130.369973689821,SSp-un
172,699,2.00077790413368,-0.416854056790409+0.908973429390198i,-0.97024923768652,-0.242108274886934,15,4.14351051184722,79.3748762754702,SSs
200,502,-2.40377759346933,-0.739940073395944-0.672672793996313i,0.723894159577427,0.689911041895758,45,0.364446182683197,178.650621530107,SSs
150,627,2.40643151505169,-0.741722686337812+0.670706684454404i,0.258588699251602,0.965987517838282,76,0.76988937767559,62.8647065214606,SSs
174,613,2.34910241051803,-0.702074182784828+0.712103813967469i,-0.35950390165542,0.933143582035761,-68,0.770550379655852,23.523921708489,SSs
176,519,-2.81543684134634,-0.947281032508699-0.320403878642648i,0.48756464042269,-0.873086892244691,-60,0.627158921276181,100.493286249301,SSs
165,530,-2.99084627246937,-0.988659264731004-0.150176090845216i,-0.575222548057717,0.817996956110466,-54,0.636089337410247,63.5219125539986,SSs
169,544,3.1149323052152,-0.999644633961771+0.0266571902389805i,0.89062718635235,-0.45473422449833,-26,0.14904276109528,154.479690371434,SSs
165,699,2.03698845956618,-0.449488036528443+0.893286351075513i,-0.853420594957884,-0.521222877569406,32,0.375276457560078,94.7034738566987,SSs
224,485,-1.90825239602268,-0.331087713029081-0.943599982132881i,-0.894020872553473,0.448025311158562,-26,0.25941390616313,97.2822518411479,SSs
182,615,2.27489261858395,-0.647345290395531+0.762196874175384i,0.745438825950421,0.666574044473424,43,0.547985835106085,88.5385504997782,SSs
196,674,1.9195673303788,-0.341743063086704+0.939793423488437i,-0.677370206030231,-0.735642307091267,48,5.02947819955113,117.378411589466,SSs
196,715,1.84144502568121,-0.267356577630458+0.963597665209775i,-0.800074751665253,-0.599900318176097,38,1.164201216624,111.355730617731,SSs
173,748,1.90270618332753,-0.325849241464685+0.945421742841199i,-0.500857768834044,-0.865529603998952,61,0.694026969867779,130.926200268063,SSs
205,640,1.94954214234598,-0.369755461249182+0.929129107754355i,-0.786914792565033,-0.617061673775265,39,0.608450842629055,106.401341651951,SSs
134,560,2.97939382012641,-0.98687458289775+0.161488568110541i,-0.169243755533025,0.9855742241014,-79,0.846390821652609,70.9628390735835,SSs
119,559,3.00642195494078,-0.990878342383945+0.134759454564217i,0.456399756447347,0.889774837987006,64,0.328818338317375,109.410322698904,SSs
206,541,-3.11528293633687,-0.999653919352847-0.0263066820882326i,-0.135030073813279,0.990841500526689,-81,0.434219421636044,83.7470768443092,SSs
125,620,2.56138716298513,-0.836350018485441+0.548195810435835i,-0.747321286584984,-0.664462861728904,43,0.220681394265374,74.8844566590408,SSs
117,627,2.55177517000217,-0.831042210277241+0.556209353335161i,0.147192760915001,0.989107825838123,83,0.746641473430689,64.6702253189657,SSs
160,682,2.11121582706548,-0.514495755427526+0.857492925712544i,0.871057259915462,0.491181483719172,30,0.306500003615105,91.5454898421945,SSs
144,721,2.08026337247099,-0.487712044614907+0.873004559860684i,0.656813346764371,0.754053199391254,50,1.61101967478347,70.2476024613046,SSs
171,702,1.99883558368974,-0.415087753912226+0.909781378437756i,0.0561348521795176,0.998423196030012,88,1.78659812883818,27.7428245527546,SSs
168,738,1.94070239425145,-0.361527854490872+0.932361308950144i,0.871828127392021,0.489811919299768,30,0.647174465140289,81.865836154348,SSs
163,581,2.69286930957907,-0.9010016697591+0.4338156187729i,-0.578972307742402,0.815347206328345,-54,0.706350884197141,28.9117535594458,SSs
139,604,2.60820538620139,-0.861089747450463+0.508452993732654i,0.623716444605282,0.7816506871544,52,0.414445834014607,98.0272005235462,SSs
205,459,-2.01005852662298,-0.425271823264023-0.90506567515164i,0.548418941672555,-0.836203721837421,-56,3.97220874827563,58.4264833866835,SSs
200,457,-2.04846170915765,-0.459707124982572-0.888070582352697i,-0.465694418756736,0.884945596259356,-61,1.33911895096146,124.876616672122,SSs
139,605,2.60117315331921,-0.857492925712544+0.514495755427527i,-0.486206533966747,0.873843925611457,-60,0.200800955814793,29.9446919572231,SSs
138,613,2.5514161404233,-0.83084246111004+0.556507686215215i,-0.00258381367238057,0.999996661947882,-89,0.362310555082424,56.0373348446136,SSs
117,670,2.35227294166758,-0.70432839761027+0.709874290504839i,-0.213243687660644,0.976999042820867,-77,0.12420334291722,32.4628031304443,SSs
117,566,2.95481884904707,-0.982608419258214+0.1856897800173i,0.0494988127760323,-0.998774182452552,-86,0.335583074447425,103.538583191423,SSs
130,570,2.90074619834838,-0.971136422266779+0.238524735293595i,0.0565060959724041,-0.998402254163099,-86,0.797935571493184,107.038771581169,SSs
129,591,2.73880170455014,-0.919970561413045+0.39198745660208i,0.0824198989642899,-0.996597692278442,-84,0.307902392241412,117.805896650375,SSs
135,633,2.4459526643823,-0.76764370475802+0.640876854431007i,-0.217737447834452,-0.976007378973407,78,0.45745351621197,117.281058353713,SSs
130,657,2.35182770572194,-0.704012266258404+0.710187812453653i,0.832660070940874,0.553784440247952,35,0.217158068198228,101.122770881849,SSs
128,663,2.33510057293879,-0.692034926427608+0.721864018083971i,-0.895173148080783,-0.445718560254271,27,0.3944998310947,72.6779136430298,SSs
128,673,2.29554023596518,-0.662943737082387+0.748669220325799i,-0.918973147269348,0.394320116907403,-22,0.617646648234298,25.2516545354383,SSs
174,435,-2.15012235849366,-0.547460063057996-0.836831810674365i,-0.241323710094671,0.970444674850732,-75,3.28865926677218,132.842383450694,SSs
175,457,-2.2526698156818,-0.630248693494555-0.776393318073003i,0.475155113644342,-0.879902050217882,-61,0.515354608819877,67.4379230163261,SSs
181,602,2.38057989936506,-0.724137931034483+0.689655172413793i,0.0592576075826078,0.998242723962256,88,0.275452865180462,49.7943820190108,SSs
201,580,2.4178446608316,-0.749329085481146+0.66219779647171i,0.19748342022143,-0.980306227021764,-78,7.29700513750458,142.857540154617,SSs
204,470,-2.07789483118723,-0.485642931178632-0.874157276121538i,-0.682526521814825,-0.730860826025966,48,1.25140255119398,13.9867871433436,SSs
196,492,-2.33578915950581,-0.692531828189713-0.721387321030951i,-0.695081034595832,0.718931398219042,-45,0.296583523160745,92.1354643568458,SSs
190,503,-2.51610761335056,-0.810679228399881-0.585490553844359i,-0.560989428604507,0.827822964766011,-55,2.04018865003287,91.7134019804688,SSs
187,513,-2.67095215158365,-0.891278030761086-0.453457243720553i,-0.740696045915053,0.671840284268371,-41,0.407304063314605,69.1749726336283,SSs
146,571,2.85388467004152,-0.95889676515414+0.283755165198674i,0.379615632805843,-0.925144297571692,-67,0.708247999117564,128.79432929498,SSs
188,655,2.03089785136866,-0.444039076025308+0.896007421265354i,-0.91680246358633,-0.39934101061879,25,1.11533853006486,87.1751128278951,SSs
205,467,-2.05031561878749,-0.461352736641989-0.887216801234595i,-0.593708702174579,0.804680046330327,-53,1.0034372876373,116.104935323634,SSs
187,514,-2.6849871816973,-0.897554326437415-0.440903879653467i,0.307532469127689,-0.951537587503629,-71,3.0487098209674,81.7490219343271,SSs
189,508,-2.5879113313828,-0.850594569546038-0.525822097537551i,-0.671684731985789,0.740837108153458,-47,0.987811772431525,79.5263761977726,SSs
181,544,3.10985728006134,-0.999496475295367+0.0317300468347736i,0.438437658109973,-0.898761603513992,-63,0.797315652279878,117.822542964449,SSs
163,588,2.62510964889307,-0.869561334052891+0.493824955141148i,-0.542001304541649,0.840377644797356,-56,1.46972984280344,27.587723128044,SSs
165,639,2.25427612271147,-0.631495005912171+0.775379943968108i,-0.00851617286744773,0.999963736742334,-89,2.83422429915539,38.6725610273812,SSs
217,463,-1.90012249384273,-0.323405480371896-0.946260479606658i,0.126845610957802,0.991922472263202,84,0.829961520567691,168.418350546288,SSs
201,466,-2.08568110319912,-0.492434567509927-0.87034946815708i,0.967645840117468,0.252312362169115,16,1.43973564733367,134.115112784034,SSs
196,476,-2.19959261321033,-0.588171697675046-0.808736084303189i,-0.596068426881869,0.802933640143801,-52,0.672977417035043,107.3837912528,SSs
206,482,-2.135365720463,-0.535052081184345-0.844819075554228i,-0.765169425271127,-0.64382897622758,41,0.496944541791134,17.5746236921365,SSs
139,494,-2.71281462614378,-0.9094744755858-0.415759760267795i,0.970407852071421,0.241471738798004,15,1.52329649352886,169.406248541474,SSs
162,515,-2.82350508647339,-0.949835269284275-0.312750637447261i,-0.684670941795131,0.728852318005073,-46,1.16254999619414,65.0153410318646,SSs
169,535,-3.04852892486538,-0.995672695731397-0.0929294516015972i,0.0406060604408162,-0.999175233808103,-87,0.259685265509815,86.9950368368883,SSs
137,569,2.89441619180382,-0.969607113055064+0.244667215443801i,0.0577124384066746,-0.998333248195789,-86,1.31413443841985,107.470685564932,SSs
161,600,2.53167575051273,-0.819695618538732+0.572799347894536i,-0.0643319987893087,0.997928551516477,-85,0.241122568440135,51.3658363844732,SSs
139,598,2.65163532733607,-0.882352941176471+0.470588235294117i,0.0854780792559681,-0.996340051371373,-84,2.4633443922796,122.976003785606,SSs
164,617,2.3884413726276,-0.729537204140085+0.68394112888133i,0.277886163583781,0.960614012019754,75,0.940855553851936,62.9816950401923,SSs
174,595,2.49353576765928,-0.797258241145445+0.603638382581551i,-0.823401687491282,-0.567458950970473,36,0.402523339468669,71.7041445308742,SSs
189,673,1.96829453246441,-0.387112820860414+0.922032355140259i,-0.694409398314755,-0.719580146705105,47,1.14368665443797,113.244857895953,SSs
188,629,2.14271452665616,-0.541245989292116+0.840864304793109i,-0.682794507863139,-0.730610470792702,48,0.125980927559539,104.16909733406,SSs
187,631,2.1404282937853,-0.539322164845175+0.842099520547729i,-0.137136655290358,-0.990552137838172,83,3.9012413615727,139.480301897449,SSs
171,673,2.07919016725032,-0.486774850877554+0.873527472122735i,0.511360884434949,-0.859366072096116,-58,1.43470268355596,178.374301232675,SSs
184,669,2.01215463410354,-0.42716800255593+0.904172272076719i,0.28311117506967,0.959087098521647,75,1.10686215527597,41.7339457209292,SSs
162,706,2.0344439357957,-0.447213595499958+0.894427190999916i,0.795437314307181,0.606035872707036,38,0.322327333126767,79.2616317892172,SSs
182,588,2.50327284558075,-0.803098028233802+0.595846924173466i,0.137874462728362,0.99044971226578,83,0.24384097952812,61.3518381978542,SSs
128,661,2.34342922616569,-0.698023010135096+0.716075329362728i,0.404403958726187,0.914580471126838,67,0.323644913204542,68.1223857687011,SSs
135,704,2.16306026818476,-0.558240796507426+0.829678981965166i,-0.485893090144625,-0.874018252068976,62,1.37544428497839,116.994773974121,SSs
160,632,2.32172538919284,-0.682318250360011+0.731055268242869i,-0.956555111222171,-0.291551572101302,18,0.182969996832556,63.9258032451882,SSs
174,636,2.21088447955664,-0.597266145998167+0.802043110340396i,-0.0835977879855532,0.996499578446435,-84,0.301897854647516,31.8789526308366,SSs
